eNodeB Name,Cell Name,LocalCell Id,selected_kpi_name,target_kpi_column,kpi_category,selected_threshold_%,recent_period,baseline_period,recent_avg_kpi,baseline_avg_kpi,kpi_degradation_ratio_%,rf_severity,analysis_confidence,confidence_reason,stat_significant,p_value,significance_note,number_of_detected_causes,rca_pattern,supporting_evidence,next_investigation_steps,all_detected_causes,main_root_cause_category,main_cause_counter_or_kpi,main_degradation_reason,main_recommended_action,all_recommended_actions
LCAIN12262,LCAIN12262-7,7,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.5853,2.3408,32.27529049897472,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,2,Coverage,UL CEU Impact: (HU)CEU Cell Uplink Average Throughput changed by 22.52 | High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 21.64,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","(HU)CEU Cell Uplink Average Throughput: recent=0.67, baseline=0.86, change=22.52% | L.Traffic.ActiveUser.UL.Avg: recent=0.73, baseline=0.60, change=21.64%",UL CEU Impact,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput impacting overall.,Check UL CEU scheduling.,"Check UL CEU scheduling. | Check uplink scheduling, congestion, and load distribution."
LCAIN12053,LCAIN12053-5,5,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.0085,2.9639,32.23455582172138,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,4,Coverage,UL Radio Block Errors: UL RBLER changed by 57.79 | UL Distance Impact: 6.6-14 km changed by 100.00 | Low UL Modulation: (HU) PUSCH MCS changed by 21.61 | High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 40.79,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","UL RBLER: recent=3.40, baseline=2.15, change=57.79% | 6.6-14 km: recent=2.00, baseline=1.00, change=100.00% | (HU) PUSCH MCS: recent=10.30, baseline=13.15, change=21.61% | L.Traffic.ActiveUser.UL.Avg: recent=2.09, baseline=1.49, change=40.79%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation. | Check UL path loss and power headroom. | Check uplink SINR, interference, and power control. | Check uplink scheduling, congestion, and load distribution."
LCAIN12058,LCAIN12058-6,6,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.9646,1.4223,32.180271391408276,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,2,Coverage,UL CEU Impact: (HU)CEU Cell Uplink Average Throughput changed by 30.71 | High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 45.88,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","(HU)CEU Cell Uplink Average Throughput: recent=0.40, baseline=0.58, change=30.71% | L.Traffic.ActiveUser.UL.Avg: recent=0.93, baseline=0.64, change=45.88%",UL CEU Impact,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput impacting overall.,Check UL CEU scheduling.,"Check UL CEU scheduling. | Check uplink scheduling, congestion, and load distribution."
LCAIN10909,LCAIN10909-1,1,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.88,2.7543,31.743092618814227,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN17818,LCAIN17818-3,3,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,4.6447,6.7972,31.6674513034779,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN12917,LCAIN12917-1,1,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.0347,2.9768,31.648078473528617,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Coverage,UL CEU Impact: (HU)CEU Cell Uplink Average Throughput changed by 26.58,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","(HU)CEU Cell Uplink Average Throughput: recent=1.59, baseline=2.17, change=26.58%",UL CEU Impact,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput impacting overall.,Check UL CEU scheduling.,Check UL CEU scheduling.
LCAIN11837,LCAIN11837-3,3,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.8272,4.1348,31.624262358517953,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN12899,LCAIN12899-7,7,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,6.0171,8.7851,31.507894047876515,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Radio Quality,UL Radio Block Errors: UL RBLER changed by 25.25,"Check CQI/SINR/BLER/MCS, interference indicators, PCI issues, antenna azimuth/tilt, coverage dominance, and recent physical changes.","UL RBLER: recent=1.87, baseline=1.49, change=25.25%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation."
LCAIN13987,LCAIN13987-3,3,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,5.2362,7.6336,31.4058897505764,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,4,Coverage,UL Distance Impact: 6.6-14 km changed by 600.00 | UL Radio Block Errors: UL RBLER changed by 33.36 | Low UL Modulation: (HU) PUSCH MCS changed by 15.06 | High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 44.08,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","6.6-14 km: recent=7.00, baseline=1.00, change=600.00% | UL RBLER: recent=0.35, baseline=0.26, change=33.36% | (HU) PUSCH MCS: recent=16.56, baseline=19.50, change=15.06% | L.Traffic.ActiveUser.UL.Avg: recent=0.93, baseline=0.65, change=44.08%",UL Distance Impact,6.6-14 km,Distant UL users impacting throughput.,Check UL path loss and power headroom.,"Check UL path loss and power headroom. | Check UL coverage, interference, and UE power limitation. | Check uplink SINR, interference, and power control. | Check uplink scheduling, congestion, and load distribution."
LCAIN16546,LCAIN16546-7,7,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.4353,2.0832,31.10119047619048,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,3,Coverage,UL Radio Block Errors: UL RBLER changed by 50.85 | Low UL Modulation: (HU) PUSCH MCS changed by 16.80 | UL Distance Impact: 6.6-14 km changed by 33.33,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","UL RBLER: recent=6.71, baseline=4.45, change=50.85% | (HU) PUSCH MCS: recent=13.40, baseline=16.11, change=16.80% | 6.6-14 km: recent=4.00, baseline=3.00, change=33.33%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation. | Check uplink SINR, interference, and power control. | Check UL path loss and power headroom."
LCAIN12251,LCAIN12251-2,2,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,11.6973,16.9451,30.96942478946716,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Demand,High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 238.43,"Validate user/traffic demand trend, seasonality, holidays/events, traffic migration to neighbors, and commercial/service changes before RF action.","L.Traffic.ActiveUser.UL.Avg: recent=0.56, baseline=0.17, change=238.43%",High UL User Load,L.Traffic.ActiveUser.UL.Avg,UL active users increased while UL throughput decreased.,"Check uplink scheduling, congestion, and load distribution.","Check uplink scheduling, congestion, and load distribution."
LCAIN10545_Cow -Tagamo5,LCAIN10545-5,5,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,5.3307,7.7217,30.964683942655114,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,2,Radio Quality,UL Radio Block Errors: UL RBLER changed by 100.07 | High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 277.50,"Check CQI/SINR/BLER/MCS, interference indicators, PCI issues, antenna azimuth/tilt, coverage dominance, and recent physical changes.","UL RBLER: recent=0.90, baseline=0.45, change=100.07% | L.Traffic.ActiveUser.UL.Avg: recent=0.27, baseline=0.07, change=277.50%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation. | Check uplink scheduling, congestion, and load distribution."
LCAIN10760,LCAIN10760-6,6,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.903,4.1969,30.829898258238224,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Radio Quality,UL Radio Block Errors: UL RBLER changed by 67.84,"Check CQI/SINR/BLER/MCS, interference indicators, PCI issues, antenna azimuth/tilt, coverage dominance, and recent physical changes.","UL RBLER: recent=1.57, baseline=0.93, change=67.84%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation."
LCAIN10108_Site_133,LCAIN10108-5,5,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.7071,2.4637,30.70990786215853,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,3,Radio Quality,UL Radio Block Errors: UL RBLER changed by 26.61 | Low UL Modulation: (HU) PUSCH MCS changed by 20.68 | High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 45.11,"Check CQI/SINR/BLER/MCS, interference indicators, PCI issues, antenna azimuth/tilt, coverage dominance, and recent physical changes.","UL RBLER: recent=2.52, baseline=1.99, change=26.61% | (HU) PUSCH MCS: recent=10.16, baseline=12.81, change=20.68% | L.Traffic.ActiveUser.UL.Avg: recent=1.31, baseline=0.90, change=45.11%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation. | Check uplink SINR, interference, and power control. | Check uplink scheduling, congestion, and load distribution."
LCAIN12223,LCAIN12223-5,5,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.3519,3.384,30.49940898345153,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,2,Coverage,UL Radio Block Errors: UL RBLER changed by 20.24 | UL CEU Impact: (HU)CEU Cell Uplink Average Throughput changed by 53.82,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","UL RBLER: recent=1.90, baseline=1.58, change=20.24% | (HU)CEU Cell Uplink Average Throughput: recent=1.46, baseline=3.17, change=53.82%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation. | Check UL CEU scheduling."
LCAIN12916,LCAIN12916-5,5,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.024,2.9118,30.48973143759873,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,4,Coverage,UL Radio Block Errors: UL RBLER changed by 95.79 | UL Distance Impact: 6.6-14 km changed by 100.00 | Low UL Modulation: (HU) PUSCH MCS changed by 18.14 | UL CEU Impact: (HU)CEU Cell Uplink Average Throughput changed by 20.02,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","UL RBLER: recent=2.04, baseline=1.04, change=95.79% | 6.6-14 km: recent=16.00, baseline=8.00, change=100.00% | (HU) PUSCH MCS: recent=13.29, baseline=16.23, change=18.14% | (HU)CEU Cell Uplink Average Throughput: recent=0.81, baseline=1.01, change=20.02%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation. | Check UL path loss and power headroom. | Check uplink SINR, interference, and power control. | Check UL CEU scheduling."
LCAIN11025,LCAIN11025-3,3,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,4.6628,6.6907,30.309235207078483,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Coverage,UL CEU Impact: (HU)CEU Cell Uplink Average Throughput changed by 65.78,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","(HU)CEU Cell Uplink Average Throughput: recent=2.56, baseline=7.49, change=65.78%",UL CEU Impact,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput impacting overall.,Check UL CEU scheduling.,Check UL CEU scheduling.
LCAIN12929,LCAIN12929-3,3,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,4.0688,5.8306,30.216444276746806,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Radio Quality,UL Radio Block Errors: UL RBLER changed by 207.95,"Check CQI/SINR/BLER/MCS, interference indicators, PCI issues, antenna azimuth/tilt, coverage dominance, and recent physical changes.","UL RBLER: recent=0.86, baseline=0.28, change=207.95%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation."
LCAIN10764,LCAIN10764-7,7,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,3.4284,4.9104,30.180840664711635,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,2,Coverage,UL Distance Impact: 6.6-14 km changed by 63.56 | UL CEU Impact: (HU)CEU Cell Uplink Average Throughput changed by 21.49,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","6.6-14 km: recent=754.00, baseline=461.00, change=63.56% | (HU)CEU Cell Uplink Average Throughput: recent=0.69, baseline=0.88, change=21.49%",UL Distance Impact,6.6-14 km,Distant UL users impacting throughput.,Check UL path loss and power headroom.,Check UL path loss and power headroom. | Check UL CEU scheduling.
LCAIN12265,LCAIN12265-5,5,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.1517,3.0811,30.16455162117426,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN13989,LCAIN13989-6,6,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,4.0374,5.7796,30.143954598934187,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Demand,High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 22.91,"Validate user/traffic demand trend, seasonality, holidays/events, traffic migration to neighbors, and commercial/service changes before RF action.","L.Traffic.ActiveUser.UL.Avg: recent=0.20, baseline=0.16, change=22.91%",High UL User Load,L.Traffic.ActiveUser.UL.Avg,UL active users increased while UL throughput decreased.,"Check uplink scheduling, congestion, and load distribution.","Check uplink scheduling, congestion, and load distribution."
LCAIN12255,LCAIN12255-6,6,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.605,3.7213,29.997581490339392,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Coverage,UL CEU Impact: (HU)CEU Cell Uplink Average Throughput changed by 34.33,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","(HU)CEU Cell Uplink Average Throughput: recent=0.47, baseline=0.72, change=34.33%",UL CEU Impact,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput impacting overall.,Check UL CEU scheduling.,Check UL CEU scheduling.
ICAIN12708,ICAIN12708-2,2,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.3263,3.3185,29.89905077595299,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Demand,High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 51.22,"Validate user/traffic demand trend, seasonality, holidays/events, traffic migration to neighbors, and commercial/service changes before RF action.","L.Traffic.ActiveUser.UL.Avg: recent=0.01, baseline=0.01, change=51.22%",High UL User Load,L.Traffic.ActiveUser.UL.Avg,UL active users increased while UL throughput decreased.,"Check uplink scheduling, congestion, and load distribution.","Check uplink scheduling, congestion, and load distribution."
LCAIN12476,LCAIN12476-6,6,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,3.5822,5.0999,29.759407047197005,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Coverage,UL Distance Impact: 6.6-14 km changed by 100.00,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","6.6-14 km: recent=2.00, baseline=1.00, change=100.00%",UL Distance Impact,6.6-14 km,Distant UL users impacting throughput.,Check UL path loss and power headroom.,Check UL path loss and power headroom.
LCAIN12929,LCAIN12929-7,7,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,3.5527,5.0565,29.739938692771673,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Coverage,UL CEU Impact: (HU)CEU Cell Uplink Average Throughput changed by 36.19,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","(HU)CEU Cell Uplink Average Throughput: recent=2.61, baseline=4.09, change=36.19%",UL CEU Impact,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput impacting overall.,Check UL CEU scheduling.,Check UL CEU scheduling.
LCAIN14374,LCAIN14374-3,3,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.2109,3.1429,29.654141079894362,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,4,Coverage,UL Radio Block Errors: UL RBLER changed by 39.45 | UL Distance Impact: 6.6-14 km changed by 411.76 | High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 227.15 | UL CEU Impact: (HU)CEU Cell Uplink Average Throughput changed by 29.98,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","UL RBLER: recent=0.58, baseline=0.42, change=39.45% | 6.6-14 km: recent=174.00, baseline=34.00, change=411.76% | L.Traffic.ActiveUser.UL.Avg: recent=0.29, baseline=0.09, change=227.15% | (HU)CEU Cell Uplink Average Throughput: recent=0.78, baseline=1.12, change=29.98%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation. | Check UL path loss and power headroom. | Check uplink scheduling, congestion, and load distribution. | Check UL CEU scheduling."
LCAIN10734,LCAIN10734-6,6,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,3.0287,4.3033,29.619129505263402,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN10823,LCAIN10823-1,1,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,5.0159,7.1198,29.54998735919548,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN10985,LCAIN10985-5,5,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.5433,3.5772,28.902493570390252,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN12058,LCAIN12058-7,7,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,4.6569,6.5479,28.87948808014783,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN10499,LCAIN10499-2,2,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.9463,4.1364,28.771395416304035,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Coverage,UL CEU Impact: (HU)CEU Cell Uplink Average Throughput changed by 35.63,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","(HU)CEU Cell Uplink Average Throughput: recent=2.21, baseline=3.43, change=35.63%",UL CEU Impact,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput impacting overall.,Check UL CEU scheduling.,Check UL CEU scheduling.
LCAIN12312,LCAIN12312-1,1,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,3.5354,4.9614,28.74188737050026,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Demand,High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 112.28,"Validate user/traffic demand trend, seasonality, holidays/events, traffic migration to neighbors, and commercial/service changes before RF action.","L.Traffic.ActiveUser.UL.Avg: recent=0.38, baseline=0.18, change=112.28%",High UL User Load,L.Traffic.ActiveUser.UL.Avg,UL active users increased while UL throughput decreased.,"Check uplink scheduling, congestion, and load distribution.","Check uplink scheduling, congestion, and load distribution."
LCAIN13988,LCAIN13988-3,3,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,3.4135,4.7848,28.659505099481684,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Coverage,UL CEU Impact: (HU)CEU Cell Uplink Average Throughput changed by 22.91,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","(HU)CEU Cell Uplink Average Throughput: recent=1.57, baseline=2.04, change=22.91%",UL CEU Impact,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput impacting overall.,Check UL CEU scheduling.,Check UL CEU scheduling.
LCAIN13991,LCAIN13991-7,7,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,5.7274,7.9969,28.379747152021405,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN10128_03-1-30-115,LCAIN10128-6,6,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,5.2724,7.3472,28.23932926829268,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
