eNodeB Name,Cell Name,LocalCell Id,selected_kpi_name,target_kpi_column,kpi_category,selected_threshold_%,recent_period,baseline_period,recent_avg_kpi,baseline_avg_kpi,kpi_degradation_ratio_%,rf_severity,analysis_confidence,confidence_reason,stat_significant,p_value,significance_note,number_of_detected_causes,rca_pattern,supporting_evidence,next_investigation_steps,all_detected_causes,main_root_cause_category,main_cause_counter_or_kpi,main_degradation_reason,main_recommended_action,all_recommended_actions
LCAIN10113_Tagmoa5,LCAIN10113-2,2,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,4.4232,6.1551,28.13764195545158,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,2,Coverage,UL CEU Impact: (HU)CEU Cell Uplink Average Throughput changed by 28.65 | High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 64.17,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","(HU)CEU Cell Uplink Average Throughput: recent=1.33, baseline=1.86, change=28.65% | L.Traffic.ActiveUser.UL.Avg: recent=0.13, baseline=0.08, change=64.17%",UL CEU Impact,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput impacting overall.,Check UL CEU scheduling.,"Check UL CEU scheduling. | Check uplink scheduling, congestion, and load distribution."
LCAIN10582,LCAIN10582-6,6,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,4.9358,6.862,28.07053337219469,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN12570,LCAIN12570-1,1,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,3.5166,4.8842,28.000491380369354,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN10498,LCAIN10498-2,2,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.9825,4.1298,27.781006344132898,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,2,Radio Quality,UL Radio Block Errors: UL RBLER changed by 2929.55 | Low UL Modulation: (HU) PUSCH MCS changed by 17.49,"Check CQI/SINR/BLER/MCS, interference indicators, PCI issues, antenna azimuth/tilt, coverage dominance, and recent physical changes.","UL RBLER: recent=1.01, baseline=0.03, change=2929.55% | (HU) PUSCH MCS: recent=18.51, baseline=22.43, change=17.49%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation. | Check uplink SINR, interference, and power control."
LCAIN12585,LCAIN12585-7,7,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,4.1128,5.6948,27.779728875465338,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN10494,LCAIN10494-1,1,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,7.3502,10.1761,27.769970813966054,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,2,Radio Quality,UL Radio Block Errors: UL RBLER changed by 210.64 | High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 34.11,"Check CQI/SINR/BLER/MCS, interference indicators, PCI issues, antenna azimuth/tilt, coverage dominance, and recent physical changes.","UL RBLER: recent=0.37, baseline=0.12, change=210.64% | L.Traffic.ActiveUser.UL.Avg: recent=0.40, baseline=0.30, change=34.11%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation. | Check uplink scheduling, congestion, and load distribution."
LCAIN12581,LCAIN12581-1,1,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,7.8776,10.9002,27.729766426304103,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Demand,High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 45.55,"Validate user/traffic demand trend, seasonality, holidays/events, traffic migration to neighbors, and commercial/service changes before RF action.","L.Traffic.ActiveUser.UL.Avg: recent=0.33, baseline=0.22, change=45.55%",High UL User Load,L.Traffic.ActiveUser.UL.Avg,UL active users increased while UL throughput decreased.,"Check uplink scheduling, congestion, and load distribution.","Check uplink scheduling, congestion, and load distribution."
LCAIN12900,LCAIN12900-7,7,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,4.635,6.41,27.69110764430578,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN12256,LCAIN12256-6,6,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,4.0862,5.6443,27.604840281345787,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Coverage,UL CEU Impact: (HU)CEU Cell Uplink Average Throughput changed by 27.12,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","(HU)CEU Cell Uplink Average Throughput: recent=0.99, baseline=1.36, change=27.12%",UL CEU Impact,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput impacting overall.,Check UL CEU scheduling.,Check UL CEU scheduling.
LCAIN12398,LCAIN12398-3,3,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,3.1518,4.3532,27.59808876228981,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN12893,LCAIN12893-5,5,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,6.296,8.6772,27.442031991886772,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN12251,LCAIN12251-1,1,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,8.6111,11.8495,27.32942318241276,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,2,Coverage,UL CEU Impact: (HU)CEU Cell Uplink Average Throughput changed by 42.25 | High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 23.76,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","(HU)CEU Cell Uplink Average Throughput: recent=3.32, baseline=5.75, change=42.25% | L.Traffic.ActiveUser.UL.Avg: recent=0.16, baseline=0.13, change=23.76%",UL CEU Impact,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput impacting overall.,Check UL CEU scheduling.,"Check UL CEU scheduling. | Check uplink scheduling, congestion, and load distribution."
LCAIN12839,LCAIN12839-6,6,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.0477,2.8164,27.293708280073854,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Radio Quality,UL Radio Block Errors: UL RBLER changed by 35.95,"Check CQI/SINR/BLER/MCS, interference indicators, PCI issues, antenna azimuth/tilt, coverage dominance, and recent physical changes.","UL RBLER: recent=3.04, baseline=2.24, change=35.95%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation."
LCAIN10113_Tagmoa5,LCAIN10113-3,3,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.8703,3.9466,27.271575533370502,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Demand,High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 39.54,"Validate user/traffic demand trend, seasonality, holidays/events, traffic migration to neighbors, and commercial/service changes before RF action.","L.Traffic.ActiveUser.UL.Avg: recent=0.37, baseline=0.26, change=39.54%",High UL User Load,L.Traffic.ActiveUser.UL.Avg,UL active users increased while UL throughput decreased.,"Check uplink scheduling, congestion, and load distribution.","Check uplink scheduling, congestion, and load distribution."
ICAIN12708,ICAIN12708-1,1,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.9315,4.0292,27.243621562593074,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Demand,High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 207.69,"Validate user/traffic demand trend, seasonality, holidays/events, traffic migration to neighbors, and commercial/service changes before RF action.","L.Traffic.ActiveUser.UL.Avg: recent=0.04, baseline=0.01, change=207.69%",High UL User Load,L.Traffic.ActiveUser.UL.Avg,UL active users increased while UL throughput decreased.,"Check uplink scheduling, congestion, and load distribution.","Check uplink scheduling, congestion, and load distribution."
LCAIN11651,LCAIN11651-7,7,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,7.1938,9.8813,27.197838341108955,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN10110,LCAIN10110-6,6,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,3.3045,4.5355,27.1414397530592,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,0,Unknown,No related counter passed its RCA threshold.,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.",None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN10108_Site_133,LCAIN10108-7,7,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.5624,3.5149,27.09892173319298,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,2,Radio Quality,UL Radio Block Errors: UL RBLER changed by 33.14 | High UL User Load: L.Traffic.ActiveUser.UL.Avg changed by 44.52,"Check CQI/SINR/BLER/MCS, interference indicators, PCI issues, antenna azimuth/tilt, coverage dominance, and recent physical changes.","UL RBLER: recent=0.65, baseline=0.49, change=33.14% | L.Traffic.ActiveUser.UL.Avg: recent=0.33, baseline=0.23, change=44.52%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation. | Check uplink scheduling, congestion, and load distribution."
LCAIN10134_03-1-30-301,LCAIN10134-2,2,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.4474,3.3571,27.09779273777963,Medium,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,1,Coverage,UL CEU Impact: (HU)CEU Cell Uplink Average Throughput changed by 21.17,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","(HU)CEU Cell Uplink Average Throughput: recent=1.23, baseline=1.56, change=21.17%",UL CEU Impact,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput impacting overall.,Check UL CEU scheduling.,Check UL CEU scheduling.
